# Structure Index | Stress (9 components in eV/Å^3)
     0    -0.0066876833    0.0118692706    0.0185844046    0.0118692706   -0.0085403553   -0.0047491353    0.0185844046   -0.0047491353   -0.0351520268
     1    -0.0064355466    0.0113410718   -0.0129586832    0.0113410718   -0.0131906475   -0.0025819475   -0.0129586832   -0.0025819475   -0.0416400952
     2    -0.0094244037    0.0144331723    0.0151776704    0.0144331723   -0.0092519065    0.0003280247    0.0151776704    0.0003280247   -0.0435964535
     3    -0.0068101748    0.0114133540   -0.0153037954    0.0114133540   -0.0073933986   -0.0034131362   -0.0153037954   -0.0034131362   -0.0470957296
     4    -0.0130064240    0.0147153707   -0.0136359828    0.0147153707   -0.0095852568    0.0265683321   -0.0136359828    0.0265683321   -0.0389949008
     5    -0.0155549691    0.0167650969   -0.0036057282    0.0167650969   -0.0196499128   -0.0107179816   -0.0036057282   -0.0107179816   -0.0468985615
     6    -0.0128892362    0.0134719129   -0.0091053293    0.0134719129   -0.0142966527    0.0159380871   -0.0091053293    0.0159380871   -0.0498865583
     7    -0.0070785459    0.0122292662    0.0068469380    0.0122292662   -0.0047186001   -0.0063074670    0.0068469380   -0.0063074670   -0.0305125198
     8    -0.0102630256    0.0138934002   -0.0064764259    0.0138934002   -0.0090423198    0.0117785559   -0.0064764259    0.0117785559   -0.0472561083
     9    -0.0029066989    0.0163098071   -0.0272260303    0.0163098071   -0.0021175959    0.0167965964   -0.0272260303    0.0167965964   -0.0224159499
    10    -0.0110040530    0.0123418961    0.0131207881    0.0123418961   -0.0104136786   -0.0066284795    0.0131207881   -0.0066284795   -0.0418295308
    11    -0.0112316174    0.0113051566   -0.0144749581    0.0113051566   -0.0059235214   -0.0054311148   -0.0144749581   -0.0054311148   -0.0464094773
    12    -0.0129429572    0.0151602240    0.0158903350    0.0151602240   -0.0140122643    0.0066340259    0.0158903350    0.0066340259   -0.0490808939
    13    -0.0100394757    0.0131169300    0.0025030124    0.0131169300   -0.0107159415    0.0094702916    0.0025030124    0.0094702916   -0.0490642563
    14    -0.0087216971    0.0146564673   -0.0127907414    0.0146564673   -0.0106955921   -0.0047703730   -0.0127907414   -0.0047703730   -0.0456097256
    15    -0.0120663201    0.0116751799    0.0021899853    0.0116751799   -0.0105097634    0.0028525475    0.0021899853    0.0028525475   -0.0475160516
    16    -0.0082487414    0.0145404437   -0.0219787739    0.0145404437   -0.0111817989    0.0182436215   -0.0219787739    0.0182436215   -0.0442168195
    17    -0.0146936218    0.0135842480    0.0120703900    0.0135842480   -0.0109795563   -0.0089616540    0.0120703900   -0.0089616540   -0.0429513904
    18    -0.0107452141    0.0142684529   -0.0228327064    0.0142684529   -0.0077286393    0.0210025174   -0.0228327064    0.0210025174   -0.0426827593
    19    -0.0107442166    0.0179521496    0.0016478433    0.0179521496   -0.0113116435   -0.0073428938    0.0016478433   -0.0073428938   -0.0350375664
    20    -0.0180984658    0.0158817401   -0.0084255437    0.0158817401   -0.0202584680    0.0072292463   -0.0084255437    0.0072292463   -0.0645680746
    21    -0.0085985702    0.0132222529   -0.0305526666    0.0132222529   -0.0101721579    0.0008201832   -0.0305526666    0.0008201832   -0.0424922830
    22    -0.0126249299    0.0117776856    0.0105916368    0.0117776856   -0.0114984606   -0.0130964114    0.0105916368   -0.0130964114   -0.0461294708
    23    -0.0102392673    0.0117232932   -0.0188920460    0.0117232932   -0.0079398821   -0.0013236080   -0.0188920460   -0.0013236080   -0.0504337991
    24    -0.0091605447    0.0150659624    0.0003360782    0.0150659624   -0.0070792869    0.0008318971    0.0003360782    0.0008318971   -0.0384647872
    25    -0.0136227022    0.0178532736    0.0100040424    0.0178532736   -0.0131986661   -0.0022679350    0.0100040424   -0.0022679350   -0.0428074207
    26    -0.0101034991    0.0156436458    0.0035004916    0.0156436458   -0.0114095191   -0.0066018709    0.0035004916   -0.0066018709   -0.0479055308
    27    -0.0059638982    0.0110420066    0.0041579371    0.0110420066   -0.0045326808   -0.0236503202    0.0041579371   -0.0236503202   -0.0320590932
    28    -0.0124316497    0.0137994258   -0.0207045581    0.0137994258   -0.0101769074    0.0030254036   -0.0207045581    0.0030254036   -0.0547951544
    29    -0.0068184043    0.0128692665   -0.0184043815    0.0128692665   -0.0076240046    0.0113307843   -0.0184043815    0.0113307843   -0.0431100663
