# Structure Index | Stress (9 components in eV/Å^3)
     0     0.0251043528   -0.0044303454    0.0264513753   -0.0044303454    0.0232736994   -0.0006844402    0.0264513753   -0.0006844402   -0.0177354257
     1     0.0255730824   -0.0062112530   -0.0177921871   -0.0062112530    0.0171787189   -0.0068038972   -0.0177921871   -0.0068038972   -0.0277285199
     2     0.0238771512   -0.0028957158    0.0156834964   -0.0028957158    0.0252817969   -0.0020450171    0.0156834964   -0.0020450171   -0.0263507084
     3     0.0267679937   -0.0050508605   -0.0232150599   -0.0050508605    0.0239302380   -0.0071322942   -0.0232150599   -0.0071322942   -0.0306006081
     4     0.0185400716   -0.0014622290   -0.0180120049   -0.0014622290    0.0228000601    0.0317761554   -0.0180120049    0.0317761554   -0.0201692812
     5     0.0187715170   -0.0008004323   -0.0082384938   -0.0008004323    0.0135551313   -0.0134249148   -0.0082384938   -0.0134249148   -0.0325096294
     6     0.0210581521   -0.0029354876   -0.0096475277   -0.0029354876    0.0188812793    0.0213493616   -0.0096475277    0.0213493616   -0.0378153466
     7     0.0281571635   -0.0037683896    0.0070941755   -0.0037683896    0.0285351678   -0.0106161448    0.0070941755   -0.0106161448   -0.0098362867
     8     0.0228259055   -0.0038733401   -0.0043521642   -0.0038733401    0.0242997708    0.0166606263   -0.0043521642    0.0166606263   -0.0309864662
     9     0.0317356892    0.0007981243   -0.0374547001    0.0007981243    0.0332900351    0.0172468138   -0.0374547001    0.0172468138    0.0058181393
    10     0.0211358620   -0.0055418722    0.0146885221   -0.0055418722    0.0221636380   -0.0101156417    0.0146885221   -0.0101156417   -0.0244421065
    11     0.0222533942   -0.0035239870   -0.0189082836   -0.0035239870    0.0265818835   -0.0061574543   -0.0189082836   -0.0061574543   -0.0297705045
    12     0.0198161800   -0.0028799286    0.0218654123   -0.0028799286    0.0180908118    0.0076779808    0.0218654123    0.0076779808   -0.0317522247
    13     0.0222497965   -0.0051999484    0.0084203749   -0.0051999484    0.0231028887    0.0166241323    0.0084203749    0.0166241323   -0.0304695040
    14     0.0260269226   -0.0024338307   -0.0167821888   -0.0024338307    0.0236716622   -0.0096859333   -0.0167821888   -0.0096859333   -0.0269731180
    15     0.0204498122   -0.0047704014    0.0049801125   -0.0047704014    0.0232203921    0.0068869123    0.0049801125    0.0068869123   -0.0264821324
    16     0.0261258974   -0.0001324350   -0.0287763293   -0.0001324350    0.0223646419    0.0205697033   -0.0287763293    0.0205697033   -0.0207891502
    17     0.0175379592   -0.0035926765    0.0139101787   -0.0035926765    0.0220920983   -0.0137812058    0.0139101787   -0.0137812058   -0.0283226209
    18     0.0236361354   -0.0016518591   -0.0265983815   -0.0016518591    0.0250636768    0.0275456591   -0.0265983815    0.0275456591   -0.0242569151
    19     0.0233245782    0.0003031892   -0.0013295833    0.0003031892    0.0205966151   -0.0120386969   -0.0013295833   -0.0120386969   -0.0172106933
    20     0.0146887882   -0.0006339190   -0.0149311539   -0.0006339190    0.0117641367    0.0038055932   -0.0149311539    0.0038055932   -0.0548290308
    21     0.0250973757   -0.0041411243   -0.0382775771   -0.0041411243    0.0238479683    0.0008449727   -0.0382775771    0.0008449727   -0.0212379618
    22     0.0188935381   -0.0046053346    0.0156263672   -0.0046053346    0.0218970637   -0.0154070007    0.0156263672   -0.0154070007   -0.0265677181
    23     0.0218358907   -0.0077140341   -0.0257236316   -0.0077140341    0.0256779422   -0.0052020063   -0.0257236316   -0.0052020063   -0.0343752129
    24     0.0246743297   -0.0012841960   -0.0024384880   -0.0012841960    0.0261834009    0.0005001370   -0.0024384880    0.0005001370   -0.0208496297
    25     0.0185263613   -0.0004748257    0.0092805943   -0.0004748257    0.0181429832   -0.0055615115    0.0092805943   -0.0055615115   -0.0248938637
    26     0.0253074194   -0.0021495700   -0.0000635802   -0.0021495700    0.0241294473   -0.0113811966   -0.0000635802   -0.0113811966   -0.0289843389
    27     0.0271722190   -0.0041401016    0.0004314328   -0.0041401016    0.0278616398   -0.0340504713    0.0004314328   -0.0340504713   -0.0130286463
    28     0.0199957118   -0.0022337855   -0.0283388244   -0.0022337855    0.0214521748    0.0010712814   -0.0283388244    0.0010712814   -0.0407793231
    29     0.0278555398   -0.0038620195   -0.0256732390   -0.0038620195    0.0264239598    0.0109271975   -0.0256732390    0.0109271975   -0.0240853562
    30     0.0311616130   -0.0043319370   -0.0066313785   -0.0043319370    0.0339752849    0.0215990764   -0.0066313785    0.0215990764   -0.0154899810
    31     0.0197344813   -0.0061237637   -0.0021529208   -0.0061237637    0.0183054284   -0.0218602517   -0.0021529208   -0.0218602517   -0.0379915003
    32     0.0174625380   -0.0014762380   -0.0026838777   -0.0014762380    0.0177679112   -0.0086677729   -0.0026838777   -0.0086677729   -0.0394308407
    33     0.0345723959   -0.0034210778   -0.0043977130   -0.0034210778    0.0345783194   -0.0034197028   -0.0043977130   -0.0034197028   -0.0190059470
    34     0.0226232805   -0.0033535461   -0.0114667808   -0.0033535461    0.0183718263   -0.0045467827   -0.0114667808   -0.0045467827   -0.0381129552
    35     0.0146789155   -0.0021959009   -0.0152626471   -0.0021959009    0.0171478508    0.0086150207   -0.0152626471    0.0086150207   -0.0345233210
    36     0.0225357164   -0.0012605426   -0.0072918829   -0.0012605426    0.0187911298    0.0135677706   -0.0072918829    0.0135677706   -0.0413514656
    37     0.0262181757   -0.0018056756   -0.0089779527   -0.0018056756    0.0235084077    0.0167722102   -0.0089779527    0.0167722102   -0.0275920040
    38     0.0226563496   -0.0007930665   -0.0042955437   -0.0007930665    0.0264383510   -0.0004143927   -0.0042955437   -0.0004143927   -0.0272262774
    39     0.0244371381    0.0015809239   -0.0426515432    0.0015809239    0.0252554926    0.0105548152   -0.0426515432    0.0105548152   -0.0191182077
    40     0.0196123442    0.0005626263   -0.0415834788    0.0005626263    0.0245739463    0.0003496358   -0.0415834788    0.0003496358   -0.0278542923
    41     0.0226150020   -0.0041368912   -0.0169333600   -0.0041368912    0.0234124296   -0.0156198136   -0.0169333600   -0.0156198136   -0.0349366396
    42     0.0313175998   -0.0001158799   -0.0135277170   -0.0001158799    0.0230276986    0.0182893652   -0.0135277170    0.0182893652   -0.0125121040
    43     0.0226941663    0.0027369352   -0.0027910100    0.0027369352    0.0199422602   -0.0081553962   -0.0027910100   -0.0081553962   -0.0231191085
    44     0.0163922620   -0.0036527165    0.0002919491   -0.0036527165    0.0188134756    0.0177934808    0.0002919491    0.0177934808   -0.0395592029
    45     0.0189896462    0.0015686436    0.0101227064    0.0015686436    0.0250059799   -0.0175478283    0.0101227064   -0.0175478283   -0.0172080140
    46     0.0276979287    0.0114502956    0.0060127919    0.0114502956    0.0278202974    0.0185819066    0.0060127919    0.0185819066   -0.0230217829
    47     0.0336316957    0.0127638207   -0.0360896898    0.0127638207    0.0270408313    0.0090541365   -0.0360896898    0.0090541365   -0.0206892885
    48     0.0285251913    0.0142843197   -0.0043415925    0.0142843197    0.0256509731   -0.0118056977   -0.0043415925   -0.0118056977   -0.0241137297
    49     0.0273062872    0.0124206528    0.0022332125    0.0124206528    0.0236292142    0.0322379972    0.0022332125    0.0322379972   -0.0471127497
